time,status,f0_,today,yesterday,same_day_last_week,avg_last_week,avg_last_month
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,backend_reversed,,2,3,9,5.57,5.21
07h,backend_reversed,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,reversed,,2,3,9,5.57,5.21
07h,reversed,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,denied,,2,3,9,5.57,5.21
07h,denied,,10,2,9,3.0,5.03
07h,approved,,2,3,9,5.57,5.21
07h,approved,,10,2,9,3.0,5.03
07h,refunded,,2,3,9,5.57,5.21
07h,refunded,,10,2,9,3.0,5.03
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,backend_reversed,,0,1,18,8.71,10.42
08h,backend_reversed,,25,0,12,3.71,9.82
08h,backend_reversed,,0,1,18,8.71,10.42
08h,backend_reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,failed,,0,1,18,8.71,10.42
08h,failed,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,backend_reversed,,0,1,18,8.71,10.42
08h,backend_reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,backend_reversed,,0,1,18,8.71,10.42
08h,backend_reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,backend_reversed,,0,1,18,8.71,10.42
08h,backend_reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,backend_reversed,,0,1,18,8.71,10.42
08h,backend_reversed,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,backend_reversed,,0,1,18,8.71,10.42
08h,backend_reversed,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,backend_reversed,,0,1,18,8.71,10.42
08h,backend_reversed,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
08h,denied,,0,1,18,8.71,10.42
08h,denied,,25,0,12,3.71,9.82
08h,approved,,0,1,18,8.71,10.42
08h,approved,,25,0,12,3.71,9.82
08h,reversed,,0,1,18,8.71,10.42
08h,reversed,,25,0,12,3.71,9.82
08h,refunded,,0,1,18,8.71,10.42
08h,refunded,,25,0,12,3.71,9.82
09h,denied,,2,9,30,20.0,19.07
09h,denied,,36,2,27,10.14,17.64
